Team,Date,Event,Opponent,OpponentCountry,Map,TeamScore,OpponentScore,W/L
Nixuh,2024/09/29,Telkom VS Gaming Masters 2024 Finals,Monarch Realm,South Africa,Mirage,11,13,L
Nixuh,2024/09/29,Telkom VS Gaming Masters 2024 Finals,Monarch Realm,South Africa,Ancient,11,13,L
Nixuh,2024/09/28,Telkom VS Gaming Masters 2024 Finals,Exceed,South Africa,Dust2,5,13,L
Nixuh,2024/09/28,Telkom VS Gaming Masters 2024 Finals,Exceed,South Africa,Ancient,7,13,L
Nixuh,2024/01/27,PGL CS2 Major Copenhagen 2024 Middle East RMR Closed Qualifier,Twisted Minds,Europe,Vertigo,8,13,L
Nixuh,2024/01/27,PGL CS2 Major Copenhagen 2024 Middle East RMR Closed Qualifier,Twisted Minds,Europe,Mirage,3,13,L
Nixuh,2024/01/26,PGL CS2 Major Copenhagen 2024 Middle East RMR Closed Qualifier,Onyx Ravens,Asia,Ancient,8,13,L
Nixuh,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,Bravado,South Africa,Anubis,14,16,L
Nixuh,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,ELUSIVEza's party S,South Africa,Ancient,13,7,W
Nixuh,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,ELUSIVEza's party,South Africa,Anubis,13,9,W
Nixuh,2023/09/25,Telkom VS Gaming Masters 2023,Bravado,South Africa,Inferno,14,16,L
Nixuh,2023/09/25,Telkom VS Gaming Masters 2023,Bravado,South Africa,Nuke,17,19,L
Nixuh,2023/09/25,Telkom VS Gaming Masters 2023,Bravado,South Africa,Vertigo,16,9,W
Nixuh,2023/09/25,Telkom VS Gaming Masters 2023,Bravado,South Africa,Ancient,9,16,L
Nixuh,2023/09/24,Telkom VS Gaming Masters 2023,NIBBLE,South Africa,Nuke,16,6,W
Nixuh,2023/09/24,Telkom VS Gaming Masters 2023,NIBBLE,South Africa,Mirage,16,9,W
Nixuh,2023/08/13,SOUZERN Championship Series 2023,Bravado,South Africa,Ancient,16,11,W
Nixuh,2023/08/13,SOUZERN Championship Series 2023,Bravado,South Africa,Vertigo,11,16,L
Nixuh,2023/08/13,SOUZERN Championship Series 2023,Bravado,South Africa,Inferno,16,11,W
Nixuh,2023/08/12,SOUZERN Championship Series 2023,Goliath,South Africa,Overpass,16,9,W
Nixuh,2023/08/12,SOUZERN Championship Series 2023,Goliath,South Africa,Inferno,16,3,W
Nixuh,2023/06/11,ESEA Spring 2023 Cash Cup 7 South Africa,Goliath,South Africa,Mirage,16,7,W
Nixuh,2023/06/11,ESEA Spring 2023 Cash Cup 7 South Africa,Goliath,South Africa,Inferno,11,16,L
Nixuh,2023/06/11,ESEA Spring 2023 Cash Cup 7 South Africa,Goliath,South Africa,Overpass,16,11,W
Nixuh,2023/06/04,ESEA Spring 2023 Cash Cup 6 South Africa,VYBN,South Africa,Inferno,16,6,W
Nixuh,2023/06/04,ESEA Spring 2023 Cash Cup 6 South Africa,VYBN,South Africa,Mirage,16,10,W
Nixuh,2023/05/07,ESEA Spring 2023 Cash Cup 4 South Africa,Bravado,South Africa,Overpass,9,16,L
Nixuh,2023/05/07,ESEA Spring 2023 Cash Cup 4 South Africa,Bravado,South Africa,_vertigo,16,2,W
Nixuh,2023/05/07,ESEA Spring 2023 Cash Cup 4 South Africa,Bravado,South Africa,M_irage,9,16,L
Nixuh,2023/04/25,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Bravado,South Africa,Vertigo,6,16,L
Nixuh,2023/04/25,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Bravado,South Africa,Inferno,17,19,L
Nixuh,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Bravado,South Africa,Overpass,16,14,W
Nixuh,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Bravado,South Africa,Inferno,16,14,W
Nixuh,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,DNMK,South Africa,Ancient,16,14,W
Nixuh,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,DNMK,South Africa,Inferno,16,1,W
Nixuh,2023/04/23,ESEA Spring 2023 Cash Cup 3 South Africa,Bravado,South Africa,Vertigo,17,19,L
Nixuh,2023/04/23,ESEA Spring 2023 Cash Cup 3 South Africa,Bravado,South Africa,Inferno,15,19,L
Nixuh,2023/04/21,ESL Challenger Katowice 2023 South Africa Open Qualifier,Goliath,South Africa,Inferno,16,7,W
Nixuh,2023/04/21,ESL Challenger Katowice 2023 South Africa Open Qualifier,Goliath,South Africa,Mirage,16,11,W
Nixuh,2022/10/30,ESEA Autumn 2022 Cash Cup 3 South Africa,blacklaminate,South Africa,Dust2,16,8,W
Nixuh,2022/10/30,ESEA Autumn 2022 Cash Cup 3 South Africa,blacklaminate,South Africa,Inferno,16,12,W
Nixuh,2022/10/30,ESEA Autumn 2022 Cash Cup 3 South Africa,blacklaminate,South Africa,Nuke,14,16,L
Nixuh,2022/10/15,ESL Challenger Rotterdam 2022,Eternal Fire,Turkey,Vertigo,5,16,L
Nixuh,2022/10/15,ESL Challenger Rotterdam 2022,Eternal Fire,Turkey,Inferno,17,19,L
Nixuh,2022/10/14,ESL Challenger Rotterdam 2022,MOUZ,Europe,Mirage,2,16,L
Nixuh,2022/09/25,Telkom VS Gaming Masters 2022,Bravado,South Africa,Vertigo,16,4,W
Nixuh,2022/09/25,Telkom VS Gaming Masters 2022,Bravado,South Africa,Mirage,6,16,L
Nixuh,2022/09/25,Telkom VS Gaming Masters 2022,Bravado,South Africa,Nuke,16,5,W
Nixuh,2022/09/25,Telkom VS Gaming Masters 2022,Bravado,South Africa,Dust2,16,9,W
Nixuh,2022/09/24,Telkom VS Gaming Masters 2022,Goliath,South Africa,Inferno,16,7,W
Nixuh,2022/09/24,Telkom VS Gaming Masters 2022,Goliath,South Africa,Dust2,16,6,W
Nixuh,2022/09/22,Telkom VS Gaming Masters 2022,Bravado,South Africa,Nuke,13,16,L
Nixuh,2022/09/22,Telkom VS Gaming Masters 2022,Bravado,South Africa,Dust2,16,7,W
Nixuh,2022/09/22,Telkom VS Gaming Masters 2022,Bravado,South Africa,Vertigo,12,16,L
Nixuh,2022/09/03,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,Bravado,South Africa,Inferno,16,10,W
Nixuh,2022/09/03,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,Bravado,South Africa,Nuke,16,14,W
Nixuh,2022/09/02,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,DNMK,South Africa,Nuke,16,5,W
Nixuh,2022/09/02,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,DNMK,South Africa,Inferno,16,5,W
Nixuh,2022/09/02,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,Goliath,South Africa,Inferno,16,2,W
Nixuh,2022/09/02,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,Goliath,South Africa,Mirage,16,8,W
Nixuh,2022/08/30,ESL Challenger Rotterdam 2022 South Africa Open Qualifier 1,DNMK,South Africa,Dust2,16,11,W
Nixuh,2022/08/30,ESL Challenger Rotterdam 2022 South Africa Open Qualifier 1,DNMK,South Africa,Inferno,16,8,W
Bravado,2024/08/29,Perfect World Shanghai Major 2024 Middle East RMR Closed Qualifier,DRILLAS,Europe,Nuke,8,13,L
Bravado,2024/08/29,Perfect World Shanghai Major 2024 Middle East RMR Closed Qualifier,DRILLAS,Europe,Vertigo,1,13,L
Bravado,2024/08/28,Perfect World Shanghai Major 2024 Middle East RMR Closed Qualifier,Onyx Ravens,Asia,Ancient,5,13,L
Bravado,2024/08/21,Perfect World Shanghai Major 2024 ZA RMR Open Qualifier,Punishers,South Africa,Ancient,13,9,W
Bravado,2024/08/21,Perfect World Shanghai Major 2024 ZA RMR Open Qualifier,Southern5,South Africa,Ancient,13,4,W
Bravado,2024/08/21,Perfect World Shanghai Major 2024 ZA RMR Open Qualifier,Southern5,South Africa,Anubis,13,3,W
Bravado,2024/01/27,PGL CS2 Major Copenhagen 2024 Middle East RMR Closed Qualifier,Twisted Minds,Europe,Nuke,2,13,L
Bravado,2024/01/27,PGL CS2 Major Copenhagen 2024 Middle East RMR Closed Qualifier,Twisted Minds,Europe,Inferno,9,13,L
Bravado,2024/01/26,PGL CS2 Major Copenhagen 2024 Middle East RMR Closed Qualifier,15 Average,Other,Overpass,10,13,L
Bravado,2024/01/26,PGL CS2 Major Copenhagen 2024 Middle East RMR Closed Qualifier,Kitsune,South Africa,Ancient,13,0,W
Bravado,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,Nixuh,South Africa,Anubis,16,14,W
Bravado,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,Goliath,South Africa,Vertigo,13,7,W
Bravado,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,Goliath,South Africa,Ancient,4,13,L
Bravado,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,Goliath,South Africa,Overpass,13,8,W
Bravado,2023/09/25,Telkom VS Gaming Masters 2023,Nixuh,South Africa,Inferno,16,14,W
Bravado,2023/09/25,Telkom VS Gaming Masters 2023,Nixuh,South Africa,Nuke,19,17,W
Bravado,2023/09/25,Telkom VS Gaming Masters 2023,Nixuh,South Africa,Vertigo,9,16,L
Bravado,2023/09/25,Telkom VS Gaming Masters 2023,Nixuh,South Africa,Ancient,16,9,W
Bravado,2023/09/24,Telkom VS Gaming Masters 2023,Goliath,South Africa,Vertigo,16,13,W
Bravado,2023/09/24,Telkom VS Gaming Masters 2023,Goliath,South Africa,Anubis,16,9,W
Bravado,2023/08/13,SOUZERN Championship Series 2023,Nixuh,South Africa,Ancient,11,16,L
Bravado,2023/08/13,SOUZERN Championship Series 2023,Nixuh,South Africa,Vertigo,16,11,W
Bravado,2023/08/13,SOUZERN Championship Series 2023,Nixuh,South Africa,Inferno,11,16,L
Bravado,2023/08/12,SOUZERN Championship Series 2023,VYBN,South Africa,Inferno,16,10,W
Bravado,2023/08/12,SOUZERN Championship Series 2023,VYBN,South Africa,Anubis,12,16,L
Bravado,2023/08/12,SOUZERN Championship Series 2023,VYBN,South Africa,Nuke,16,13,W
Bravado,2023/06/10,ESL Challenger Katowice 2023,Party Astronauts,United States,Inferno,4,16,L
Bravado,2023/06/10,ESL Challenger Katowice 2023,Party Astronauts,United States,Ancient,10,16,L
Bravado,2023/06/10,ESL Challenger Katowice 2023,Party Astronauts,United States,Vertigo,16,8,W
Bravado,2023/06/09,ESL Challenger Katowice 2023,ENCE,Europe,Nuke,11,16,L
Bravado,2023/05/07,ESEA Spring 2023 Cash Cup 4 South Africa,Nixuh,South Africa,Overpass,16,9,W
Bravado,2023/05/07,ESEA Spring 2023 Cash Cup 4 South Africa,Nixuh,South Africa,Vertigo,2,16,L
Bravado,2023/05/07,ESEA Spring 2023 Cash Cup 4 South Africa,Nixuh,South Africa,Mirage,16,9,W
Bravado,2023/04/25,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Nixuh,South Africa,Vertigo,16,6,W
Bravado,2023/04/25,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Nixuh,South Africa,Inferno,19,17,W
Bravado,2023/04/25,ESL Challenger Katowice 2023 South Africa Closed Qualifier,VYBN,South Africa,Nuke,16,6,W
Bravado,2023/04/25,ESL Challenger Katowice 2023 South Africa Closed Qualifier,VYBN,South Africa,Vertigo,16,5,W
Bravado,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Nixuh,South Africa,Overpass,14,16,L
Bravado,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Nixuh,South Africa,Inferno,14,16,L
Bravado,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,VYBN,South Africa,Nuke,16,10,W
Bravado,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,VYBN,South Africa,Ancient,16,2,W
Bravado,2023/04/23,ESEA Spring 2023 Cash Cup 3 South Africa,Nixuh,South Africa,Vertigo,19,17,W
Bravado,2023/04/23,ESEA Spring 2023 Cash Cup 3 South Africa,Nixuh,South Africa,Inferno,19,15,W
Bravado,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,Royalty,South Africa,Nuke,16,12,W
Bravado,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,Royalty,South Africa,Inferno,16,2,W
Bravado,2023/02/25,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier,Divine Vendetta,Europe,Vertigo,3,16,L
Bravado,2023/02/24,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier,Ooredoo Thunders,Asia,Inferno,1,16,L
Bravado,2022/09/25,Telkom VS Gaming Masters 2022,Nixuh,South Africa,Vertigo,4,16,L
Bravado,2022/09/25,Telkom VS Gaming Masters 2022,Nixuh,South Africa,Mirage,16,6,W
Bravado,2022/09/25,Telkom VS Gaming Masters 2022,Nixuh,South Africa,Nuke,5,16,L
Bravado,2022/09/25,Telkom VS Gaming Masters 2022,Nixuh,South Africa,Dust2,9,16,L
Bravado,2022/09/22,Telkom VS Gaming Masters 2022,Nixuh,South Africa,Nuke,16,13,W
Bravado,2022/09/22,Telkom VS Gaming Masters 2022,Nixuh,South Africa,Dust2,7,16,L
Bravado,2022/09/22,Telkom VS Gaming Masters 2022,Nixuh,South Africa,Vertigo,16,12,W
Bravado,2022/09/03,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,Nixuh,South Africa,Inferno,10,16,L
Bravado,2022/09/03,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,Nixuh,South Africa,Nuke,14,16,L
Bravado,2022/09/03,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,DNMK,South Africa,Nuke,19,16,W
Bravado,2022/09/03,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,DNMK,South Africa,Dust2,16,9,W
Bravado,2022/09/02,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,Goliath,South Africa,Dust2,19,15,W
Bravado,2022/09/02,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,Goliath,South Africa,Nuke,16,8,W
Bravado,2022/09/02,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,Goliath,South Africa,Mirage,11,16,L
Bravado,2022/09/02,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,DNMK,South Africa,Nuke,12,16,L
Bravado,2022/09/02,ESL Challenger Rotterdam 2022 South Africa Closed Qualifier,DNMK,South Africa,Inferno,12,16,L
Bravado,2022/08/30,ESL Challenger Rotterdam 2022 South Africa Open Qualifier 1,Goliath,South Africa,Inferno,19,17,W
Bravado,2022/08/30,ESL Challenger Rotterdam 2022 South Africa Open Qualifier 1,Goliath,South Africa,Nuke,11,16,L
Bravado,2022/08/30,ESL Challenger Rotterdam 2022 South Africa Open Qualifier 1,Goliath,South Africa,Mirage,16,8,W
Bravado,2021/12/19,ESEA Intermediate Season 39 South Africa,Goliath,South Africa,Inferno,10,16,L
Bravado,2021/12/19,ESEA Intermediate Season 39 South Africa,Goliath,South Africa,Nuke,12,16,L
Bravado,2021/10/17,ESEA Autumn 2021 Cash Cup South Africa,Goliath,South Africa,Mirage,8,16,L
Bravado,2021/10/17,ESEA Autumn 2021 Cash Cup South Africa,Goliath,South Africa,Inferno,11,16,L
Bravado,2021/10/17,ESEA Autumn 2021 Cash Cup South Africa,Big 5,South Africa,Mirage,16,7,W
Bravado,2021/10/17,ESEA Autumn 2021 Cash Cup South Africa,Big 5,South Africa,Inferno,16,5,W
Bravado,2021/10/17,ESEA Autumn 2021 Cash Cup South Africa,Big 5,South Africa,Overpass,9,16,L
Bravado,2021/10/11,ESEA Intermediate Season 38 South Africa,DNMK,South Africa,Mirage,16,10,W
Bravado,2021/10/11,ESEA Intermediate Season 38 South Africa,DNMK,South Africa,Inferno,16,4,W
Bravado,2021/09/26,Telkom VS Gaming Masters 2021,DNMK,South Africa,Dust2,16,6,W
Bravado,2021/09/26,Telkom VS Gaming Masters 2021,DNMK,South Africa,Ancient,16,13,W
Bravado,2021/09/26,Telkom VS Gaming Masters 2021,DNMK,South Africa,Mirage,16,8,W
Bravado,2021/09/26,Telkom VS Gaming Masters 2021,DNMK,South Africa,Inferno,17,19,L
Bravado,2021/09/25,Telkom VS Gaming Masters 2021,Sinister5,South Africa,Inferno,16,10,W
Bravado,2021/09/25,Telkom VS Gaming Masters 2021,Sinister5,South Africa,Dust2,17,19,L
Bravado,2021/09/25,Telkom VS Gaming Masters 2021,Sinister5,South Africa,Overpass,16,5,W
Bravado,2021/09/24,Telkom VS Gaming Masters 2021,DNMK,South Africa,Dust2,11,16,L
Bravado,2021/09/24,Telkom VS Gaming Masters 2021,DNMK,South Africa,Inferno,16,9,W
Bravado,2021/09/24,Telkom VS Gaming Masters 2021,DNMK,South Africa,Mirage,8,16,L
Bravado,2021/07/25,ESEA Summer 2021 Cash Cup South Africa,DNMK,South Africa,Nuke,16,6,W
Bravado,2021/07/25,ESEA Summer 2021 Cash Cup South Africa,DNMK,South Africa,Mirage,16,14,W
Bravado,2021/07/18,Gamedock Predator Winter Slam 2021,ATK,South Africa,Mirage,11,16,L
Bravado,2021/07/18,Gamedock Predator Winter Slam 2021,ATK,South Africa,Dust2,10,16,L
Bravado,2021/07/15,ESEA Intermediate Season 37 South Africa,Sinister5,South Africa,Inferno,16,5,W
Bravado,2021/07/15,ESEA Intermediate Season 37 South Africa,Sinister5,South Africa,Dust2,16,13,W
Bravado,2021/07/15,ESEA Intermediate Season 37 South Africa,Sinister5,South Africa,Mirage,13,16,L
Bravado,2021/07/12,ESEA Intermediate Season 37 South Africa,DNMK,South Africa,Mirage,16,14,W
Bravado,2021/07/12,ESEA Intermediate Season 37 South Africa,DNMK,South Africa,Dust2,16,10,W
Bravado,2021/04/25,ESEA Spring 2021 Cash Cup South Africa,DNMK,South Africa,Inferno,16,14,W
Bravado,2021/04/25,ESEA Spring 2021 Cash Cup South Africa,DNMK,South Africa,Mirage,16,13,W
Bravado,2021/04/25,ESEA Spring 2021 Cash Cup South Africa,DNMK,South Africa,Dust2,10,16,L
Bravado,2019/01/23,Americas Minor - IEM Katowice 2019,INTZ,Brazil,Mirage,12,16,L
Bravado,2019/01/23,Americas Minor - IEM Katowice 2019,INTZ,Brazil,Inferno,3,16,L
Bravado,2019/01/22,Americas Minor - IEM Katowice 2019,NRG,United States,Train,7,16,L
Bravado,2019/01/22,Americas Minor - IEM Katowice 2019,NRG,United States,Inferno,8,16,L
Bravado,2019/01/22,Americas Minor - IEM Katowice 2019,INTZ,Brazil,Train,16,12,W
Bravado,2018/12/23,DreamHack Invitational Mumbai,Signify,India,Dust2,16,2,W
Bravado,2018/12/23,DreamHack Invitational Mumbai,Signify,India,Train,16,11,W
Bravado,2018/12/23,DreamHack Invitational Mumbai,Signify,India,Inferno,6,16,L
Bravado,2018/12/23,DreamHack Invitational Mumbai,Energy,South Africa,Inferno,16,12,W
Bravado,2018/12/23,DreamHack Invitational Mumbai,Signify,India,Mirage,17,19,L
Bravado,2018/12/23,DreamHack Invitational Mumbai,Signify,India,Dust2,11,16,L
Bravado,2018/12/21,DreamHack Invitational Mumbai,Energy,South Africa,Mirage,16,6,W
Bravado,2018/12/21,DreamHack Invitational Mumbai,Energy,South Africa,Dust2,16,11,W
Bravado,2018/12/14,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Test Takers,United States,Train,16,7,W
Bravado,2018/12/14,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Test Takers,United States,Dust2,10,16,L
Bravado,2018/12/14,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Test Takers,United States,Inferno,16,1,W
Bravado,2018/12/14,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Singularity,United States,Cache,16,14,W
Bravado,2018/12/14,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Singularity,United States,Dust2,16,12,W
Bravado,2018/12/13,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Luminosity,Brazil,Mirage,16,12,W
Bravado,2018/12/13,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Luminosity,Brazil,Dust2,16,12,W
Bravado,2018/12/12,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Swole Patrol,United States,Nuke,4,16,L
Bravado,2018/12/12,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Swole Patrol,United States,Overpass,16,9,W
Bravado,2018/12/12,Americas Minor North America Closed Qualifier - IEM Katowice 2019,Swole Patrol,United States,Dust2,7,16,L
Bravado,2018/12/09,WESG 2018 South Africa,Energy,South Africa,Overpass,16,7,W
Bravado,2018/12/09,WESG 2018 South Africa,Energy,South Africa,Dust2,16,5,W
Bravado,2018/12/08,WESG 2018 South Africa,eNergy Academy,South Africa,Train,16,12,W
Bravado,2018/12/08,WESG 2018 South Africa,eNergy Academy,South Africa,Mirage,16,13,W
Bravado,2018/12/02,DreamHack Open Winter 2018,ENCE,Finland,Inferno,5,16,L
Bravado,2018/12/02,DreamHack Open Winter 2018,ENCE,Finland,Train,9,16,L
Bravado,2018/12/02,DreamHack Open Winter 2018,x6tence Galaxy,Sweden,Inferno,19,17,W
Bravado,2018/12/02,DreamHack Open Winter 2018,x6tence Galaxy,Sweden,Nuke,16,2,W
Bravado,2018/11/30,DreamHack Open Winter 2018,G2,France,Nuke,16,13,W
Bravado,2018/11/30,DreamHack Open Winter 2018,OpTic,Denmark,Dust2,16,14,W
Bravado,2018/11/14,ESEA MDL Season 29 North America,cantwinalan,United States,Nuke,19,22,L
Bravado,2018/11/14,ESEA MDL Season 29 North America,cantwinalan,United States,Overpass,19,22,L
Bravado,2018/11/12,Americas Minor North America Open Qualifier 3 - IEM Katowice 2019,Grizzlys,Canada,Inferno,16,12,W
Bravado,2018/11/12,Americas Minor North America Open Qualifier 3 - IEM Katowice 2019,Grizzlys,Canada,Overpass,19,15,W
Bravado,2018/11/12,Americas Minor North America Open Qualifier 3 - IEM Katowice 2019,lightwork,United States,Inferno,16,4,W
Bravado,2018/11/08,ESEA MDL Season 29 North America,Swole Patrol,United States,Train,12,16,L
Bravado,2018/11/07,ESEA MDL Season 29 North America,Vireo.pro,United States,Overpass,16,11,W
Bravado,2018/11/07,ESEA MDL Season 29 North America,Infamous,United States,Nuke,13,16,L
Bravado,2018/11/06,ESEA MDL Season 29 North America,ETHEREAL,United States,Inferno,16,13,W
Bravado,2018/11/06,ESEA MDL Season 29 North America,Blight,United States,Nuke,16,10,W
Bravado,2018/11/04,ESEA MDL Season 29 North America,Forty Six and 2,Mexico,Dust2,7,16,L
Bravado,2018/11/02,ESEA MDL Season 29 North America,Vault,Colombia,Train,16,4,W
Bravado,2018/11/02,ESEA MDL Season 29 North America,ex-Velocity,United States,Train,16,6,W
Bravado,2018/10/31,Americas Minor North America Open Qualifier 2 - IEM Katowice 2019,TeamOne,Brazil,Overpass,5,16,L
Bravado,2018/10/31,Americas Minor North America Open Qualifier 2 - IEM Katowice 2019,TeamOne,Brazil,Mirage,13,16,L
Bravado,2018/10/30,Americas Minor North America Open Qualifier 2 - IEM Katowice 2019,4US,United States,Train,16,4,W
Bravado,2018/10/29,DreamHack Open Winter 2018 North America Closed Qualifier,INTZ,Brazil,Dust2,16,5,W
Bravado,2018/10/29,DreamHack Open Winter 2018 North America Closed Qualifier,INTZ,Brazil,Inferno,16,10,W
Bravado,2018/10/28,DreamHack Open Winter 2018 North America Closed Qualifier,Rogue,United States,Mirage,16,11,W
Bravado,2018/10/28,DreamHack Open Winter 2018 North America Closed Qualifier,Rogue,United States,Train,16,8,W
Bravado,2018/10/28,DreamHack Open Winter 2018 North America Closed Qualifier,Rogue,United States,Inferno,14,16,L
Bravado,2018/10/28,DreamHack Open Winter 2018 North America Closed Qualifier,Luminosity,Brazil,Overpass,16,9,W
Bravado,2018/10/28,DreamHack Open Winter 2018 North America Closed Qualifier,Luminosity,Brazil,Inferno,16,7,W
Bravado,2018/10/28,DreamHack Open Winter 2018 North America Closed Qualifier,Luminosity,Brazil,Cache,6,16,L
Bravado,2018/10/27,DreamHack Open Winter 2018 North America Open Qualifier,Vision,United States,Overpass,16,6,W
Bravado,2018/10/26,ESEA MDL Season 29 North America,Old Guys Club,United States,Inferno,16,9,W
Bravado,2018/10/26,ESEA MDL Season 29 North America,Think Outside the Box,United States,Cache,16,6,W
Bravado,2018/10/23,Americas Minor North America Open Qualifier 1 - IEM Katowice 2019,Singularity,United States,Nuke,10,16,L
Bravado,2018/10/23,Americas Minor North America Open Qualifier 1 - IEM Katowice 2019,Singularity,United States,Inferno,2,16,L
Bravado,2018/10/23,Americas Minor North America Open Qualifier 1 - IEM Katowice 2019,lmfao,United States,Nuke,16,10,W
Bravado,2018/10/20,DreamHack Open Atlanta 2018 North America Open Qualifier,FURIA,Brazil,Inferno,8,16,L
Bravado,2018/10/20,DreamHack Open Atlanta 2018 North America Open Qualifier,Living Like Larry,United States,Train,16,12,W
Bravado,2018/10/18,ESEA MDL Season 29 North America,Test Takers,United States,Overpass,16,13,W
Bravado,2018/10/16,ESEA MDL Season 29 North America,Excelerate,United States,Dust2,16,7,W
Bravado,2018/10/12,ESEA MDL Season 29 North America,cantwinalan,United States,Dust2,2,16,L
Bravado,2018/10/12,ESEA MDL Season 29 North America,Gorilla Gang,United States,Nuke,16,13,W
Bravado,2018/10/07,ESEA MDL Season 29 North America,AZIO,United States,Overpass,16,3,W
Bravado,2018/10/05,ESEA MDL Season 29 North America,Mythic,United States,Cache,10,16,L
Bravado,2018/10/02,Toyota Master Bangkok 2018 North America Qualifier,TeamOne,Brazil,Train,10,16,L
Bravado,2018/10/02,Toyota Master Bangkok 2018 North America Qualifier,TeamOne,Brazil,Inferno,17,19,L
Bravado,2018/10/02,ECS Season 6 North America Challenger Cup,MIBR,Brazil,Inferno,5,16,L
Bravado,2018/10/02,ECS Season 6 North America Challenger Cup,MIBR,Brazil,Cache,8,16,L
Bravado,2018/10/01,Toyota Master Bangkok 2018 North America Qualifier,Ghost,Canada,Inferno,16,12,W
Bravado,2018/10/01,Toyota Master Bangkok 2018 North America Qualifier,Ghost,Canada,Mirage,16,12,W
Bravado,2018/09/30,ESEA MDL Season 29 North America,TeamOne,Brazil,Nuke,16,8,W
Bravado,2018/09/30,Toyota Master Bangkok 2018 North America Qualifier,FURIA,Brazil,Train,16,14,W
Bravado,2018/09/27,ECS Season 6 North America Challenger Cup,Complexity,North America,Nuke,3,16,L
Bravado,2018/09/27,ECS Season 6 North America Challenger Cup,Complexity,North America,Dust2,6,16,L
Bravado,2018/09/27,ECS Season 6 North America Challenger Cup,Complexity,North America,Inferno,16,2,W
Bravado,2018/09/26,ECS Season 6 North America Challenger Cup,FURIA,Brazil,Nuke,16,14,W
Bravado,2018/09/26,ECS Season 6 North America Challenger Cup,FURIA,Brazil,Cache,16,14,W
Bravado,2018/09/21,ESEA MDL Season 29 North America,Vision,United States,Nuke,16,5,W
Bravado,2018/09/19,ECS Season 6 North America Qualifier 1,BlackOut,United States,Inferno,16,10,W
Bravado,2018/09/19,ECS Season 6 North America Qualifier 1,BlackOut,United States,Nuke,16,12,W
Bravado,2018/09/19,ECS Season 6 North America Qualifier 1,lmfao,United States,Inferno,16,4,W
Bravado,2018/09/08,EPICENTER 2018 North America Closed Qualifier,BlackOut,United States,Nuke,9,16,L
Bravado,2018/09/08,EPICENTER 2018 North America Closed Qualifier,BlackOut,United States,Inferno,5,16,L
Bravado,2018/09/03,EPICENTER 2018 North America Open Qualifier #4,iNTACT,United States,Train,16,12,W
Bravado,2018/09/03,EPICENTER 2018 North America Open Qualifier #4,iNTACT,United States,Inferno,16,13,W
